eruptionID,waiting_min,dur,labels
1099262,87.0,4.17,0
1099263,75.0,3.56,0
1099264,86.0,4.08,0
1099265,57.0,1.47,1
1099268,78.0,4.22,0
1099269,100.0,3.13,0
1099270,78.0,4.25,0
1099271,79.0,3.43,0
1099272,72.0,4.17,0
1099273,92.0,1.38,1
1099274,56.0,4.06,0
1099275,87.0,2.11,1
1099276,73.0,4.15,0
1099277,83.0,3.59,0
1099278,90.0,4.13,0
1099283,80.0,4.05,0
1099284,76.0,4.0,0
1099285,75.0,3.59,0
1099286,85.0,3.3,0
1099287,87.0,4.29,0
1099288,55.0,1.45,1
1099289,94.0,4.44,0
1099290,57.0,2.08,1
1099291,96.0,4.53,0
1099299,83.0,4.05,0
1099300,88.0,4.11,0
1099301,84.0,4.15,0
1099302,68.0,2.15,1
1099303,102.0,4.47,0
1099304,59.0,1.54,1
1099305,94.0,4.31,0
1099306,52.0,2.01,1
1099307,86.0,4.35,0
1099317,84.0,3.48,0
1099318,84.0,4.31,0
1099319,62.0,1.46,1
1099320,89.0,4.55,0
1099321,68.0,1.55,1
1099322,99.0,4.44,0
1099323,45.0,1.56,1
1099324,92.0,4.24,0
1099325,56.0,1.58,1
1099326,89.0,4.25,0
1099335,54.0,1.4,1
1099336,90.0,4.0,0
1099337,86.0,3.18,0
1099338,87.0,4.15,0
1099339,83.0,4.14,0
1099340,57.0,1.5,1
1099341,96.0,4.31,0
1099342,47.0,1.47,1
1099343,105.0,4.26,0
1099344,55.0,1.42,1
1099345,85.0,4.18,0
1099355,82.0,4.3,0
1099356,78.0,4.25,0
1099357,102.0,4.13,0
1099358,45.0,1.54,1
1099359,87.0,4.27,0
1099360,87.0,3.49,0
1099361,76.0,4.08,0
1099362,61.0,1.45,1
1099363,96.0,4.4,0
1099364,76.0,3.51,0
1099373,97.0,4.2,0
1099374,60.0,2.01,1
1099375,89.0,4.35,0
1099376,70.0,2.5,1
1099377,88.0,4.23,0
1099378,52.0,2.0,1
1099379,86.0,4.35,0
1099380,57.0,1.4,1
1099381,92.0,4.38,0
1099382,52.0,1.49,1
1099383,84.0,4.54,0
1099392,82.0,3.57,0
1099393,77.0,3.51,0
1099394,90.0,4.17,0
1099395,87.0,3.59,0
1099396,88.0,4.4,0
1099397,52.0,1.42,1
1099398,91.0,4.26,0
1099399,57.0,1.53,1
1099400,84.0,4.45,0
1099409,97.0,4.0,0
1099410,66.0,1.51,1
1099411,75.0,4.29,0
1099412,59.0,1.56,1
1099413,93.0,4.16,0
1099414,83.0,4.04,0
1099415,63.0,1.57,1
1099416,81.0,4.53,0
1099417,77.0,3.5,0
1099418,76.0,3.59,0
1099430,78.0,3.28,0
1099431,52.0,2.0,1
1099432,98.0,4.42,0
1099434,94.0,4.44,0
1099435,51.0,1.5,1
1099436,88.0,4.23,0
1099437,56.0,1.58,1
1099438,96.0,4.48,0
1099439,63.0,1.5,1
1102678,82.0,4.35,0
1102680,81.0,2.0,1
1102681,70.0,4.26,0
1102682,90.0,4.17,0
1102683,75.0,1.44,1
1102684,57.0,4.4,0
1102685,102.0,1.57,1
1102686,71.0,4.36,0
1102687,92.0,1.52,1
1102688,51.0,4.38,0
1102689,87.0,2.04,1
1102693,86.0,3.59,0
1102694,59.0,2.01,1
1102695,84.0,4.32,0
1102696,79.0,3.42,0
1102697,88.0,4.23,0
1102698,56.0,1.56,1
1102699,97.0,4.39,0
1102700,53.0,1.41,1
1102701,104.0,4.23,0
1102702,81.0,4.07,0
1102705,90.0,4.26,0
1102706,80.0,4.13,0
1102707,71.0,3.01,0
1102708,93.0,4.25,0
1102709,51.0,1.45,1
1102710,101.0,4.27,0
1102711,81.0,3.55,0
1102712,49.0,2.17,1
1102713,90.0,4.3,0
1102714,51.0,1.43,1
1102715,86.0,4.41,0
1102719,88.0,4.11,0
1102720,82.0,4.28,0
1102721,55.0,1.5,1
1102722,86.0,4.35,0
1102723,79.0,3.41,0
1102724,83.0,4.1,0
1102725,83.0,3.12,0
1102726,85.0,4.34,0
1102729,59.0,1.5,1
1102730,85.0,4.22,0
1102731,57.0,2.2,1
1102732,92.0,4.12,0
1102733,62.0,1.44,1
1102734,86.0,4.31,0
1102735,50.0,1.55,1
1102736,93.0,4.52,0
1102737,65.0,2.28,1
1102738,98.0,4.42,0
1102741,90.0,4.3,0
1102742,80.0,4.0,0
1102743,87.0,4.0,0
1102744,76.0,3.58,0
1102745,73.0,3.2,0
1102746,80.0,4.25,0
1102747,79.0,3.36,0
1102748,65.0,1.51,1
1102749,100.0,4.19,0
1102753,94.0,3.04,0
1102754,78.0,3.51,0
1102755,83.0,4.17,0
1102756,49.0,1.43,1
1102757,103.0,4.55,0
1102758,64.0,1.54,1
1102759,80.0,4.26,0
1102760,55.0,1.48,1
1102761,100.0,4.22,0
1102762,83.0,4.1,0
1102765,84.0,4.2,0
1102766,75.0,3.3,0
1102767,82.0,4.1,0
1102768,77.0,3.52,0
1102769,74.0,4.06,0
1102770,81.0,3.39,0
1102771,70.0,2.46,1
1102772,100.0,4.43,0
1102773,55.0,1.46,1
1102774,88.0,4.39,0
1102776,80.0,3.59,0
1102777,59.0,2.16,1
1102778,95.0,4.22,0
1102779,56.0,1.57,1
1102780,88.0,4.43,0
1102781,77.0,3.44,0
1102782,88.0,4.23,0
1102783,65.0,1.58,1
1102784,80.0,4.27,0
1102785,52.0,1.44,1
1102786,98.0,4.32,0
1102790,95.0,4.2,0
1102791,43.0,1.44,1
1102792,96.0,4.3,0
1102793,60.0,1.43,1
1102794,101.0,4.41,0
1102795,43.0,1.5,1
1102796,82.0,4.27,0
1102797,55.0,1.42,1
1102798,89.0,4.18,0
1102799,81.0,3.44,0
1102802,75.0,3.49,0
1102803,59.0,1.48,1
1102804,89.0,4.42,0
1102805,54.0,1.41,1
1102806,86.0,4.28,0
1102807,68.0,2.02,1
1102808,88.0,4.24,0
1102809,57.0,1.59,1
1102810,94.0,4.3,0
1102811,70.0,1.48,1
1102814,88.0,3.43,0
1102815,85.0,4.12,0
1102816,56.0,1.42,1
1102817,87.0,4.25,0
1102818,59.0,1.41,1
1102819,89.0,4.44,0
1102820,77.0,3.32,0
1102821,86.0,3.57,0
1102822,85.0,4.04,0
1102824,65.0,2.01,1
1102825,89.0,4.27,0
1102826,63.0,2.36,1
1102827,86.0,4.26,0
1102828,58.0,1.52,1
1102829,95.0,4.3,0
1102830,60.0,1.57,1
1102831,86.0,4.34,0
1102832,61.0,1.5,1
1102833,90.0,4.28,0
1102834,53.0,1.54,1
1102835,89.0,4.26,0
1102837,84.0,4.1,0
1102838,87.0,2.42,1
1102839,86.0,4.04,0
1102840,79.0,4.04,0
1102841,53.0,1.6,1
1102842,92.0,4.26,0
1102843,53.0,2.02,1
1102844,92.0,4.34,0
1102845,56.0,1.48,1
1102846,92.0,4.34,0
1102847,62.0,2.12,1
1102850,95.0,4.19,0
1102851,50.0,1.48,1
1102852,98.0,4.54,0
1102853,60.0,1.51,1
1102854,94.0,4.2,0
1102855,47.0,1.38,1
1102856,87.0,4.48,0
1102857,49.0,1.43,1
1102858,87.0,4.43,0
1102859,57.0,1.55,1
1102860,92.0,3.5,0
1102862,61.0,1.49,1
1102863,85.0,3.47,0
1102864,85.0,3.47,0
1102865,93.0,4.2,0
1102866,46.0,1.43,1
1102867,96.0,4.34,0
1102868,59.0,1.45,1
1102869,80.0,4.29,0
1102870,75.0,2.15,1
1102871,83.0,4.16,0
1102874,58.0,2.06,1
1102875,100.0,4.41,0
1102876,62.0,2.13,1
1102877,92.0,4.33,0
1102878,66.0,1.55,1
1102880,84.0,4.3,0
1102881,57.0,1.43,1
1102882,86.0,4.21,0
1102883,83.0,4.05,0
1102885,91.0,4.0,0
1102886,57.0,1.46,1
1102887,94.0,4.33,0
1102888,53.0,2.18,1
1102889,83.0,4.32,0
1102890,72.0,1.55,1
1102891,78.0,4.35,0
1102892,66.0,2.15,1
1102893,83.0,4.24,0
1102894,56.0,2.05,1
1102895,94.0,4.25,0
1102898,65.0,1.47,1
1102899,95.0,4.32,0
1102900,58.0,2.0,1
1102901,87.0,4.29,0
1102902,63.0,1.53,1
1102903,101.0,4.45,0
1102904,56.0,2.05,1
1102905,95.0,4.2,0
1102906,82.0,3.45,0
1102908,89.0,3.45,0
1102909,79.0,4.12,0
1102910,61.0,1.47,1
1102911,86.0,4.36,0
1102912,61.0,1.51,1
1102913,84.0,4.4,0
1102914,75.0,1.51,1
1102915,82.0,4.37,0
1102916,53.0,1.42,1
1102918,66.0,2.21,1
1102919,90.0,4.39,0
1102920,84.0,3.45,0
1102921,79.0,4.32,0
1102922,57.0,2.19,1
1102923,88.0,4.34,0
1102924,57.0,1.43,1
1102925,83.0,4.22,0
1102926,81.0,3.47,0
1102927,51.0,1.43,1
1102928,85.0,4.5,0
1102930,56.0,1.54,1
1102931,94.0,4.3,0
1102932,78.0,3.35,0
1102933,93.0,4.2,0
1102934,81.0,4.11,0
1102935,61.0,1.58,1
1102936,87.0,4.29,0
1102937,52.0,1.45,1
1102939,91.0,4.03,0
1102940,82.0,4.15,0
1102941,90.0,4.13,0
1102942,74.0,4.17,0
1102943,53.0,1.45,1
1102944,94.0,4.45,0
1102945,62.0,2.14,1
1102946,86.0,4.31,0
1102947,51.0,1.52,1
1102948,87.0,4.19,0
1102950,88.0,4.1,0
1102951,64.0,1.46,1
1102952,95.0,4.53,0
1102953,85.0,4.02,0
1102954,57.0,1.53,1
1102955,92.0,4.42,0
1102956,80.0,3.56,0
1102957,59.0,1.58,1
1102958,84.0,4.33,0
1102959,89.0,3.5,0
1102961,77.0,4.23,0
1102962,52.0,2.15,1
1102963,103.0,4.15,0
1102964,44.0,1.48,1
1102965,84.0,4.3,0
1102966,81.0,3.38,0
1102967,90.0,4.15,0
1102968,64.0,2.05,1
1102969,87.0,4.55,0
1102970,56.0,1.44,1
1102972,81.0,4.14,0
1102973,79.0,2.09,1
1102974,90.0,4.34,0
1102975,78.0,4.07,0
1102976,86.0,3.08,0
1102977,81.0,4.07,0
1102978,78.0,4.2,0
1102979,53.0,1.54,1
1102980,86.0,4.3,0
1102981,56.0,1.49,1
1102983,92.0,4.22,0
1102984,49.0,1.53,1
1102985,90.0,4.3,0
1102986,55.0,2.05,1
1102987,92.0,4.26,0
1102988,66.0,2.13,1
1102989,90.0,4.38,0
1102990,50.0,1.46,1
1102991,84.0,4.16,0
1102992,55.0,1.58,1
1102994,86.0,3.59,0
1102995,92.0,4.26,0
1102996,54.0,1.52,1
1102997,93.0,4.38,0
1102998,84.0,4.17,0
1102999,51.0,1.41,1
1103000,104.0,4.47,0
1103001,54.0,1.48,1
1103002,95.0,4.4,0
1103003,88.0,4.13,0
1103005,88.0,4.3,0
1103006,87.0,3.5,0
1103007,85.0,4.34,0
1103008,78.0,4.08,0
1103009,86.0,4.03,0
1103010,52.0,2.01,1
1103011,85.0,4.41,0
1103012,65.0,2.13,1
1103013,91.0,4.18,0
1103015,97.0,4.22,0
1103016,42.0,2.01,1
1103017,99.0,3.38,0
1103018,51.0,1.48,1
1103019,83.0,4.27,0
1103020,57.0,2.15,1
1103021,83.0,4.32,0
1103022,80.0,3.28,0
1103023,63.0,1.51,1
1103024,89.0,4.23,0
1103025,82.0,4.13,0
1103028,91.0,4.17,0
1103029,68.0,2.08,1
1103030,90.0,4.17,0
1103031,89.0,4.07,0
1103032,75.0,4.0,0
1103033,84.0,3.56,0
1103034,64.0,1.51,1
1103035,88.0,4.28,0
1103036,62.0,1.43,1
1103037,81.0,4.38,0
1105837,87.0,4.2,0
1105838,60.0,1.47,1
1105839,93.0,3.43,0
1105840,84.0,4.01,0
1105841,56.0,1.33,1
1105842,89.0,4.22,0
1105843,86.0,4.0,0
1105844,87.0,3.56,0
1105845,90.0,4.11,0
1105849,76.0,3.47,0
1105850,75.0,3.55,0
1105851,80.0,3.3,0
1105852,85.0,3.52,0
1105853,83.0,4.2,0
1105854,66.0,1.59,1
1105855,85.0,4.38,0
1105856,65.0,2.1,1
1105857,87.0,4.46,0
1105858,56.0,1.54,1
1105860,85.0,4.0,0
1105861,90.0,3.19,0
1105862,87.0,4.31,0
1105863,82.0,4.14,0
1105864,64.0,2.15,1
1105865,90.0,4.01,0
1105866,52.0,1.58,1
1105867,87.0,4.17,0
1105868,63.0,1.42,1
1105869,90.0,4.55,0
1105871,85.0,4.12,0
1105872,76.0,4.0,0
1105873,96.0,3.3,0
1105874,56.0,1.48,1
1105875,77.0,4.2,0
1105876,83.0,3.33,0
1105877,89.0,4.36,0
1105878,60.0,1.47,1
1105879,87.0,4.28,0
1105880,66.0,1.52,1
1105881,86.0,3.58,0
1105883,59.0,2.0,1
1105884,88.0,4.28,0
1105885,70.0,2.49,1
1105886,81.0,4.3,0
1105887,61.0,1.54,1
1105888,86.0,4.33,0
1105889,88.0,4.14,0
1105890,85.0,4.34,0
1105891,46.0,1.41,1
1105892,89.0,4.5,0
1105894,63.0,1.45,1
1105895,95.0,2.39,0
1105896,56.0,1.49,1
1105897,81.0,4.4,0
1105898,79.0,3.37,0
1105899,81.0,3.54,0
1105900,82.0,4.1,0
1105901,54.0,2.05,1
1105902,88.0,4.29,0
1105903,77.0,2.05,1
1105904,91.0,4.41,0
1105906,62.0,2.05,1
1105907,81.0,4.38,0
1105908,69.0,2.2,1
1105909,89.0,4.51,0
1105910,87.0,3.57,0
1105912,93.0,4.13,0
1105913,63.0,2.2,1
1105914,64.0,4.2,0
1105917,96.0,4.0,0
1105918,65.0,2.05,1
1105919,78.0,4.43,0
1105920,86.0,3.42,0
1105921,76.0,3.58,0
1105922,61.0,2.29,1
1105923,100.0,4.12,0
1105924,84.0,3.58,0
1105925,87.0,4.22,0
1105926,47.0,1.4,1
1105932,56.0,1.4,1
1105933,90.0,4.18,0
1105934,83.0,4.16,0
1105935,51.0,1.54,1
1105936,92.0,4.39,0
1105937,56.0,1.43,1
1105938,89.0,4.18,0
1105939,64.0,1.46,1
1105940,86.0,4.34,0
1105941,72.0,3.42,0
1105942,91.0,3.45,0
1105945,95.0,4.26,0
1105946,52.0,1.57,1
1105947,83.0,4.14,0
1105948,68.0,3.21,0
1105949,71.0,2.21,1
1105950,86.0,4.38,0
1105951,78.0,3.41,0
1105952,78.0,3.52,0
1105953,86.0,4.12,0
1105954,72.0,3.4,0
1105958,89.0,4.23,0
1105959,50.0,1.49,1
1105960,93.0,4.32,0
1105961,52.0,1.53,1
1105962,97.0,4.4,0
1105963,58.0,1.58,1
1105964,95.0,4.31,0
1105965,55.0,2.0,1
1105966,94.0,4.29,0
1105968,78.0,4.1,0
1105969,80.0,4.12,0
1105970,84.0,4.12,0
1105971,57.0,1.58,1
1105972,82.0,4.42,0
1105973,85.0,3.34,0
1105974,50.0,2.15,1
1105975,85.0,4.21,0
1105976,57.0,2.02,1
1105977,93.0,4.25,0
1105979,69.0,1.55,1
1105980,92.0,4.0,0
1105981,85.0,4.21,0
1105982,89.0,4.19,0
1105983,90.0,3.51,0
1105984,87.0,4.35,0
1105985,56.0,2.03,1
1105986,94.0,4.16,0
1105987,53.0,1.42,1
1105989,95.0,4.38,0
1105990,76.0,4.48,0
1105991,92.0,3.45,0
1105992,85.0,3.34,0
1105993,89.0,4.27,0
1105994,58.0,1.49,1
1105995,83.0,4.35,0
1105996,84.0,3.44,0
1105997,77.0,4.12,0
1105999,65.0,2.0,1
1106000,89.0,4.33,0
1106001,60.0,1.54,1
1106002,84.0,4.34,0
1106003,62.0,1.56,1
1106004,94.0,4.47,0
1106005,82.0,3.41,0
1106006,80.0,4.37,0
1106007,51.0,2.0,1
1106008,98.0,4.28,0
1106010,92.0,4.3,0
1106011,53.0,2.02,1
1106012,97.0,4.3,0
1106013,50.0,1.4,1
1106014,88.0,4.43,0
1106015,66.0,1.46,1
1106016,87.0,4.34,0
1106017,61.0,1.53,1
1106018,81.0,4.1,0
1106019,86.0,3.38,0
1106021,83.0,4.11,0
1106022,55.0,1.5,1
1106023,89.0,4.2,0
1106024,62.0,1.41,1
1106025,92.0,4.38,0
1106026,49.0,1.42,1
1106027,91.0,4.27,0
1106028,56.0,2.0,1
1106029,87.0,4.26,0
1106030,56.0,1.53,1
1106031,93.0,4.16,0
1106033,61.0,1.56,1
1106034,99.0,4.25,0
1106035,59.0,1.5,1
1106036,87.0,4.3,0
1106037,51.0,1.46,1
1106038,89.0,4.59,0
1106039,60.0,1.51,1
1106040,83.0,4.32,0
1106041,73.0,3.35,0
1106042,92.0,4.16,0
1106044,73.0,2.03,1
1106045,81.0,4.3,0
1106046,76.0,3.06,0
1106047,76.0,2.49,1
1106048,87.0,4.28,0
1106049,84.0,4.03,0
1106050,89.0,4.13,0
1106051,94.0,4.11,0
1106053,77.0,3.58,0
1106054,85.0,3.47,0
1106055,93.0,4.13,0
1106056,74.0,3.5,0
1106057,53.0,1.41,1
1106058,90.0,4.37,0
1106059,56.0,1.42,1
1106060,97.0,4.28,0
1106061,75.0,3.45,0
1106064,91.0,4.41,0
1106065,58.0,1.45,1
1106066,101.0,4.29,0
1106067,78.0,4.16,0
1106068,82.0,4.1,0
1106069,86.0,4.0,0
1106070,75.0,3.51,0
1106071,79.0,3.5,0
1106072,77.0,3.49,0
1106074,55.0,2.1,1
1106075,106.0,4.4,0
1106076,52.0,1.4,1
1106077,93.0,4.1,0
1106078,82.0,4.11,0
1106079,89.0,3.58,0
1106080,86.0,4.04,0
1106081,86.0,4.21,0
1106082,51.0,1.39,1
1106088,83.0,4.34,0
1106089,65.0,1.45,1
1106090,82.0,4.28,0
1106091,53.0,1.57,1
1106092,86.0,4.3,0
1106093,65.0,2.12,1
1106094,94.0,4.1,0
1106095,78.0,4.13,0
1106096,93.0,4.31,0
1106099,85.0,4.24,0
1106100,69.0,1.54,1
1106101,87.0,4.34,0
1106102,64.0,1.44,1
1106103,88.0,4.4,0
1106104,54.0,2.03,1
1106105,88.0,4.31,0
1106106,72.0,1.5,1
1106107,83.0,4.31,0
1106108,80.0,3.42,0
1106110,56.0,1.48,1
1106111,80.0,4.46,0
1106112,77.0,4.1,0
1106113,85.0,4.23,0
1106114,83.0,4.05,0
1106115,89.0,4.14,0
1106116,66.0,2.55,1
1106117,95.0,4.33,0
1106118,57.0,1.49,1
1106122,94.0,4.22,0
1106123,62.0,1.46,1
1106124,83.0,4.36,0
1106125,70.0,1.46,1
1106126,92.0,4.3,0
1106127,58.0,1.48,1
1106128,86.0,4.24,0
1106129,77.0,3.52,0
1106130,59.0,1.47,1
1106131,87.0,4.36,0
1106133,56.0,1.51,1
1106134,96.0,4.39,0
1106135,59.0,1.5,1
1106136,83.0,4.39,0
1106137,53.0,1.53,1
1106138,100.0,4.16,0
1106139,46.0,1.32,1
1106140,91.0,4.26,0
1106141,81.0,3.45,0
1106144,62.0,2.4,1
1106145,87.0,4.2,0
1106146,53.0,1.58,1
1106147,87.0,4.41,0
1106148,51.0,1.52,1
1106149,95.0,4.32,0
1106150,81.0,4.37,0
1106151,60.0,2.22,1
1106152,88.0,4.34,0
1106153,84.0,4.01,0
1106154,75.0,4.2,0
1106158,52.0,1.42,1
1106159,84.0,4.3,0
1106160,93.0,3.45,0
1106161,80.0,4.16,0
1106162,77.0,3.54,0
1106163,82.0,3.35,0
1106164,78.0,4.15,0
1106165,64.0,2.03,1
1106166,86.0,4.35,0
1106169,88.0,4.36,0
1106170,48.0,1.48,1
1106171,99.0,4.27,0
1106172,50.0,1.45,1
1106174,60.0,2.15,1
1106175,86.0,4.36,0
1106176,88.0,4.03,0
1106180,71.0,2.05,1
1106181,80.0,4.43,0
1106182,73.0,2.02,1
1106183,81.0,4.28,0
1106185,101.0,4.44,0
1106186,57.0,1.39,1
1106187,82.0,4.14,0
1106188,82.0,3.43,0
1106189,87.0,3.45,0
1108497,85.0,4.19,0
1108498,64.0,2.04,1
1108499,83.0,4.45,0
1108500,85.0,4.0,0
1108501,80.0,3.52,0
1108502,76.0,4.23,0
1108503,87.0,3.58,0
1108504,77.0,4.09,0
1108507,76.0,4.1,0
1108508,79.0,4.0,0
1108509,60.0,1.52,1
1108510,98.0,4.33,0
1108511,54.0,1.4,1
1108512,86.0,4.26,0
1108513,79.0,4.03,0
1108514,86.0,4.31,0
1108515,79.0,3.58,0
1108516,52.0,4.07,0
1108518,50.0,1.49,1
1108519,86.0,4.2,0
1108520,55.0,1.51,1
1108521,90.0,4.36,0
1108522,56.0,2.09,1
1108523,95.0,4.27,0
1108524,75.0,3.47,0
1108525,53.0,1.4,1
1108526,84.0,4.28,0
1108528,85.0,4.42,0
1108529,53.0,1.4,1
1108530,82.0,4.36,0
1108531,84.0,4.17,0
1108532,57.0,1.5,1
1108533,83.0,4.47,0
1108534,53.0,2.15,1
1108535,90.0,4.19,0
1108536,64.0,1.55,1
1108541,72.0,4.15,0
1108542,78.0,4.0,0
1108543,57.0,2.17,1
1108544,93.0,4.42,0
1108545,56.0,1.49,1
1108546,90.0,4.32,0
1108547,58.0,2.09,1
1108552,52.0,1.48,1
1108553,90.0,4.44,0
1108554,63.0,1.55,1
1108555,96.0,3.48,0
1108556,52.0,1.48,1
1108557,82.0,4.12,0
1108558,51.0,2.12,1
1108560,68.0,2.12,1
1108561,93.0,4.12,0
1108562,54.0,2.03,1
1108564,52.0,2.07,1
1108565,85.0,4.32,0
1108566,62.0,1.58,1
1108568,86.0,4.3,0
1108569,60.0,1.57,1
1108570,89.0,4.42,0
1108571,56.0,1.4,1
1108572,92.0,4.13,0
1108573,77.0,2.31,1
1108574,93.0,4.26,0
1108576,85.0,4.15,0
1108577,60.0,2.09,1
1108578,87.0,4.31,0
1108579,60.0,1.47,1
1108580,84.0,4.32,0
1108581,52.0,1.57,1
1108582,86.0,4.42,0
1108583,57.0,2.07,1
1108584,87.0,4.34,0
1108586,75.0,3.47,0
1108587,89.0,4.01,0
1108588,99.0,4.12,0
1108589,77.0,4.14,0
1108590,80.0,4.1,0
1108591,55.0,1.52,1
1108593,90.0,4.52,0
1108594,81.0,4.01,0
1108595,54.0,1.47,1
1108596,94.0,4.41,0
1108597,53.0,1.55,1
1108598,106.0,4.41,0
1108599,77.0,4.19,0
1108606,60.0,1.59,1
1108607,101.0,4.54,0
1108608,53.0,1.54,1
1108609,85.0,4.36,0
1108610,68.0,3.17,0
1108611,66.0,1.42,1
1108612,82.0,4.23,0
1108615,52.0,1.45,1
1108616,93.0,4.25,0
1108617,57.0,1.52,1
1108618,99.0,4.3,0
1108619,59.0,1.5,1
1108620,96.0,4.3,0
1108621,56.0,1.5,1
1108622,96.0,4.39,0
1108625,65.0,1.5,1
1108626,89.0,4.34,0
1108627,60.0,1.57,1
1108628,92.0,4.25,0
1108629,63.0,1.47,1
1108630,94.0,4.45,0
1108631,56.0,1.56,1
1108633,61.0,1.5,1
1108634,91.0,4.47,0
1108635,74.0,3.53,0
1108636,91.0,3.58,0
1108637,74.0,4.04,0
1108638,65.0,2.02,1
1108640,88.0,4.3,0
1108641,61.0,2.2,1
1108642,94.0,4.25,0
1108643,55.0,1.56,1
1108644,80.0,4.36,0
1108645,58.0,2.23,1
1108646,83.0,4.15,0
1108649,52.0,1.43,1
1108650,84.0,4.17,0
1108651,52.0,1.55,1
1108652,97.0,4.29,0
1108653,77.0,3.38,0
1108654,61.0,1.56,1
1108656,54.0,1.45,1
1108657,82.0,4.3,0
1108658,63.0,3.14,0
1108659,90.0,4.23,0
1108660,71.0,3.21,0
1108661,84.0,4.08,0
1108662,70.0,1.4,1
1108663,87.0,4.43,0
1108664,85.0,4.05,0
1108666,60.0,1.45,1
1108667,82.0,4.51,0
1108668,83.0,3.47,0
1108669,79.0,3.59,0
1108670,85.0,4.06,0
1108671,82.0,4.03,0
1108674,80.0,3.45,0
1108675,82.0,3.46,0
1108676,87.0,4.27,0
1108677,80.0,3.48,0
1108679,83.0,4.13,0
1108682,95.0,4.0,0
1108683,51.0,1.52,1
1108684,82.0,4.42,0
1108685,59.0,2.08,1
1108686,82.0,4.15,0
1108687,90.0,3.44,0
1108688,68.0,4.1,0
1108689,74.0,3.2,0
1108692,101.0,4.19,0
1108693,48.0,2.06,1
1108694,94.0,4.26,0
1108695,51.0,1.51,1
1108696,81.0,4.12,0
1108697,64.0,2.35,1
1108698,88.0,3.48,0
1108701,57.0,1.56,1
1108702,90.0,4.49,0
1108703,82.0,3.42,0
1108704,80.0,4.12,0
1108705,84.0,4.15,0
1108706,79.0,4.1,0
1108710,90.0,4.25,0
1108711,56.0,1.4,1
1108712,89.0,4.2,0
1108713,50.0,1.5,1
1108714,83.0,4.33,0
1108715,83.0,3.3,0
1108717,63.0,1.28,1
1108718,79.0,4.34,0
1108719,61.0,1.56,1
1108720,92.0,4.31,0
1108721,72.0,3.54,0
1108722,53.0,1.45,1
1108723,103.0,4.4,0
1108725,78.0,3.54,0
1108726,73.0,1.48,1
1108727,80.0,4.22,0
1108728,66.0,1.52,1
1108729,78.0,4.42,0
1108730,52.0,2.02,1
1108731,96.0,4.45,0
1108735,59.0,1.59,1
1108736,96.0,4.22,0
1108737,63.0,1.47,1
1108738,80.0,4.3,0
1108739,86.0,4.01,0
1108740,76.0,4.11,0
1108741,77.0,1.48,1
1108744,92.0,4.07,0
1108745,49.0,1.56,1
1108746,87.0,4.19,0
1108747,88.0,3.45,0
1108748,49.0,1.5,1
1108749,87.0,4.48,0
1108750,51.0,1.53,1
1108753,64.0,1.39,1
1108754,81.0,4.33,0
1108755,80.0,3.35,0
1108756,55.0,1.43,1
1108757,98.0,4.23,0
1108758,53.0,1.48,1
1108760,93.0,4.3,0
1108761,51.0,1.58,1
1108762,103.0,4.29,0
1108763,51.0,1.45,1
1108764,84.0,4.34,0
1108765,68.0,2.12,1
1108766,109.0,4.41,0
1108767,77.0,4.17,0
1109792,86.0,4.4,0
1109793,77.0,4.16,0
1109794,84.0,3.5,0
1109795,73.0,4.09,0
1109796,97.0,4.36,0
1109797,49.0,1.4,1
1109798,88.0,4.57,0
1109801,66.0,2.18,1
1109802,81.0,4.22,0
1109803,59.0,1.45,1
1109804,88.0,4.39,0
1109805,54.0,1.57,1
1109806,90.0,4.06,0
1109807,59.0,1.59,1
1109808,88.0,4.39,0
1109814,78.0,4.33,0
1109815,72.0,3.29,0
1109816,81.0,4.09,0
1109818,108.0,4.51,0
1109820,47.0,2.2,1
1109821,91.0,4.23,0
1109823,51.0,1.46,1
1109824,88.0,4.41,0
1109825,60.0,1.52,1
1109826,85.0,4.27,0
1109827,57.0,2.0,1
1109829,75.0,4.0,0
1109831,90.0,4.4,0
1109832,50.0,1.48,1
1109833,84.0,4.37,0
1109834,73.0,2.25,1
1109835,55.0,1.44,1
1109838,90.0,4.28,0
1109839,75.0,4.06,0
1109840,81.0,3.2,0
1109841,65.0,2.12,1
1109842,83.0,4.29,0
1109843,86.0,3.45,0
1109845,92.0,4.12,0
1109846,73.0,4.15,0
1109847,65.0,1.42,1
1109848,86.0,4.2,0
1109849,75.0,3.58,0
1109852,87.0,4.37,0
1109853,51.0,1.34,1
1109854,89.0,4.15,0
1109855,56.0,1.41,1
1109856,95.0,4.31,0
1109857,55.0,1.52,1
1109858,85.0,4.2,0
1109861,82.0,2.02,1
1109862,56.0,1.5,1
1109863,90.0,4.09,0
1109864,53.0,1.54,1
1109865,82.0,4.3,0
1109866,65.0,2.13,1
1109867,90.0,4.21,0
1109869,52.0,1.42,1
1109870,87.0,4.23,0
1109871,50.0,1.45,1
1109872,88.0,4.05,0
1109873,56.0,1.49,1
1109874,93.0,4.2,0
1109877,95.0,3.27,0
1109878,61.0,1.41,1
1109879,82.0,4.45,0
1109880,56.0,1.35,1
1109881,100.0,4.22,0
1109882,65.0,1.43,1
1109884,95.0,4.27,0
1109885,57.0,2.0,1
1109886,83.0,4.17,0
1109887,55.0,1.57,1
1109888,95.0,4.25,0
