Date,Geyser,time,duration,,,,,,,,,,
2/17/1979,Old Faithful,16:00,4:20,,,,,,,,,,
2/17/1979,Old Faithful,17:23,2:08,,,,,,,,,,
2/17/1979,Old Faithful,18:09,4:40,,,,,,,,,,
2/17/1979,Old Faithful,19:40,2:09,,,,,,,,,,
2/17/1979,Old Faithful,20:37,4:14,,,,,,,,,,
2/17/1979,Old Faithful,22:06,3:50,,,,,,,,,,
2/18/1979,Old Faithful,7:37,4:11,,,,,,,,,,
2/18/1979,Old Faithful,8:46,4:12,,,,,,,,,,
2/18/1979,Old Faithful,10:12,4:05,,,,,,,,,,
2/18/1979,Old Faithful,11:22,~1:50,,,,,,,,,,
2/18/1979,Old Faithful,12:16,4:15,,,,,,,,,,
2/18/1979,Old Faithful,13:43,4:00,,,,,,,,,,
2/18/1979,Old Faithful,14:59,4:24,,,,,,,,,,
2/18/1979,Old Faithful,16:09,3:47,,,,,,,,,,
2/18/1979,Old Faithful,17:35,4:07,,,,,,,,,,
2/18/1979,Old Faithful,18:49,4:43,,,,,,,,,,
2/18/1979,Old Faithful,20:05,4:19,,,,,,,,,,
2/18/1979,Old Faithful,21:18,2:25,,,,,,,,,,
2/18/1979,Old Faithful,22:19,4:58,,,,,,,,,,
2/19/1979,Old Faithful,7:59,Long,,,,,,,,,,
2/19/1979,Old Faithful,9:08,~4 1/2,,,,,,,,,,
2/19/1979,Old Faithful,10:27,3:55,,,,,,,,,,
2/19/1979,Old Faithful,11:41,4:09,,,,,,,,,,
2/19/1979,Old Faithful,13:01,1:57,,,,,,,,,,
2/19/1979,Old Faithful,13:54,4:34,,,,,,,,,,
2/19/1979,Old Faithful,15:13,3:45,,,,,,,,,,
2/19/1979,Old Faithful,16:28,4:12,,,,,,,,,,
2/19/1979,Old Faithful,17:46,2:14,,,,,,,,,,
2/19/1979,Old Faithful,18:43,4:47,,,,,,,,,,
2/19/1979,Old Faithful,20:03,4:08,,,,,,,,,,
2/19/1979,Old Faithful,21:18,4:58,,,,,,,,,,
2/19/1979,Old Faithful,22:36,4:25,,,,,,,,,,
2/20/1979,Old Faithful,8:26,4:46,,,,,,,,,,
2/20/1979,Old Faithful,9:40,2:02,,,,,,,,,,
2/20/1979,Old Faithful,10:42,4:28,,,,,,,,,,
2/20/1979,Old Faithful,12:00,4:02,,,,,,,,,,
2/20/1979,Old Faithful,13:15,1:57,,,,,,,,,,
2/20/1979,Old Faithful,14:06,4:33,,,,,,,,,,
2/20/1979,Old Faithful,15:23,~3 3/4,,,,,,,,,,
2/20/1979,Old Faithful,16:46,~3 3/4,,,,,,,,,,
2/20/1979,Old Faithful,18:10,4:33,,,,,,,,,,
2/20/1979,Old Faithful,19:23,2:24,,,,,,,,,,
2/21/1979,Old Faithful,6:09,4:55,,,,,,,,,,
2/21/1979,Old Faithful,7:29,4:11,,,,,,,,,,
2/21/1979,Old Faithful,8:43,4:34,,,,,,,,,,
2/21/1979,Old Faithful,9:58,4:02,,,,,,,,,,
2/21/1979,Old Faithful,11:23,4:34,,,,,,,,,,
2/21/1979,Old Faithful,12:33,4:15,,,,,,,,,,
2/21/1979,Old Faithful,13:43,1:55,,,,,,,,,,
2/21/1979,Old Faithful,14:40,4:35,,,,,,,,,,
2/21/1979,Old Faithful,16:08,1:58,,,,,,,,,,
2/21/1979,Old Faithful,17:00,~4:10,,,,,,,,,,
2/21/1979,Old Faithful,18:26,~4:00,,,,,,,,,,
2/22/1979,Old Faithful,8:05,~2,,,,,,,,,,
2/22/1979,Old Faithful,9:00,4:38,,,,,,,,,,
2/22/1979,Old Faithful,10:25,4:21,,,,,,,,,,
2/22/1979,Old Faithful,11:38,4:30,,,,,,,,,,
2/22/1979,Old Faithful,12:52,3:57,,,,,,,,,,
2/22/1979,Old Faithful,14:01,4:04,,,,,,,,,,
2/22/1979,Old Faithful,15:15,4:20,,,,,,,,,,
2/22/1979,Old Faithful,16:27,4:12,,,,,,,,,,
2/22/1979,Old Faithful,17:49,1:49,,,,,,,,,,
2/22/1979,Old Faithful,18:33,Long,,,,,,,,,,
2/22/1979,Old Faithful,19:54,3:33,,,,,,,,,,
2/23/1979,Old Faithful,7:13,4:25,,,,,,,,,,
2/23/1979,Old Faithful,8:30,4:34,,,,,,,,,,
2/23/1979,Old Faithful,9:45,4:30,,,,,,,,,,
2/23/1979,Old Faithful,10:59,4:06,,,,,,,,,,
2/23/1979,Old Faithful,12:19,1:41,,,,,,,,,,
2/23/1979,Old Faithful,13:11,4:34,,,,,,,,,,
2/23/1979,Old Faithful,14:41,3:54,,,,,,,,,,
2/23/1979,Old Faithful,15:55,3:01,,,,,,,,,,
2/23/1979,Old Faithful,17:00,~4 3/4,,,,,,,,,,
2/23/1979,Old Faithful,18:21,4:08,,,,,,,,,,
2/23/1979,Old Faithful,20:49,long,,,,,,,,,,
2/24/1979,Old Faithful,7:23,2:06,,,,,,,,,,
2/24/1979,Old Faithful,8:11,4:44,,,,,,,,,,
2/24/1979,Old Faithful,9:44,1:56,,,,,,,,,,
2/24/1979,Old Faithful,10:39,~3:00,,,,,,,,,,
2/24/1979,Old Faithful,11:57,2:02,,,,,,,,,,
2/24/1979,Old Faithful,12:47,4:23,,,,,,,,,,
2/24/1979,Old Faithful,14:12,2:39,,,,,,,,,,
2/24/1979,Old Faithful,15:08,4:27,,,,,,,,,,
2/24/1979,Old Faithful,16:32,2:12,,,,,,,,,,
2/24/1979,Old Faithful,17:20,~4:00,,,,,,,,,,
2/25/1979,Old Faithful,8:26,short,,,,,,,,,,
2/25/1979,Old Faithful,9:20,4:39,,,,,,,,,,
2/25/1979,Old Faithful,10:40,2:08,,,,,,,,,,
2/25/1979,Old Faithful,11:30,4:53,,,,,,,,,,
2/25/1979,Old Faithful,13:01,3:25,,,,,,,,,,
2/25/1979,Old Faithful,14:08,4:13,,,,,,,,,,
2/25/1979,Old Faithful,15:18,4:20,,,,,,,,,,
2/25/1979,Old Faithful,16:47,1:55,,,,,,,,,,
2/25/1979,Old Faithful,20:30,4:56,,,,,,,,,,
2/26/1979,Old Faithful,7:25,~4:18,,,,,,,,,,
2/26/1979,Old Faithful,8:39,~3:55,,,,,,,,,,
2/26/1979,Old Faithful,9:49,4:05,,,,,,,,,,
2/26/1979,Old Faithful,11:04,4:00,,,,,,,,,,
2/26/1979,Old Faithful,12:20,2:16,,,,,,,,,,
2/26/1979,Old Faithful,13:11,~4:10,,,,,,,,,,
2/26/1979,Old Faithful,14:37,4:31,,,,,,,,,,
2/26/1979,Old Faithful,16:03,~2:10,,,,,,,,,,
2/26/1979,Old Faithful,17:01,4:35,,,,,,,,,,
2/27/1979,Old Faithful,7:12,~3:58,,,,,,,,,,
2/27/1979,Old Faithful,8:26,4:10,,,,,,,,,,
2/27/1979,Old Faithful,9:39,3:47,,,,,,,,,,
2/27/1979,Old Faithful,11:05,4:19,,,,,,,,,,
2/27/1979,Old Faithful,12:23,2:11,,,,,,,,,,
2/27/1979,Old Faithful,13:15,4:20,,,,,,,,,,
2/27/1979,Old Faithful,14:38,3:49,,,,,,,,,,
2/27/1979,Old Faithful,15:41,4:06,,,,,,,,,,
2/27/1979,Old Faithful,17:02,4:04,,,,,,,,,,
2/28/1979,Old Faithful,7:43,4:29,,,,,,,,,,
2/28/1979,Old Faithful,9:01,4:12,,,,,,,,,,
2/28/1979,Old Faithful,10:20,1:53,,,,,,,,,,
2/28/1979,Old Faithful,11:14,4:33,,,,,,,,,,
2/28/1979,Old Faithful,12:36,1:47,,,,,,,,,,
2/28/1979,Old Faithful,13:25,4:21,,,,,,,,,,
2/28/1979,Old Faithful,14:41,2:40,,,,,,,,,,
2/28/1979,Old Faithful,15:54,4:35,,,,,,,,,,
2/28/1979,Old Faithful,17:08,4:08,,,,,,,,,,
3/1/1979,Old Faithful,7:47,4:13,,,,,,,,,,
3/1/1979,Old Faithful,9:00,4:10,,,,,,,,,,
3/1/1979,Old Faithful,10:20,~2:00,,,,,,,,,,
3/1/1979,Old Faithful,11:30,4:00,,,,,,,,,,
3/1/1979,Old Faithful,12:48,4:32,,,,,,,,,,
3/1/1979,Old Faithful,14:08,4:22,,,,,,,,,,
3/1/1979,Old Faithful,15:24,2:25,,,,,,,,,,
3/1/1979,Old Faithful,16:16,4:58,,,,,,,,,,
3/1/1979,Old Faithful,17:44,4:19,,,,,,,,,,
3/2/1979,Old Faithful,9:19,4:31,,,,,,,,,,
3/2/1979,Old Faithful,10:46,4:23,,,,,,,,,,
3/2/1979,Old Faithful,12:05,~3,,,,,,,,,,
3/2/1979,Old Faithful,13:06,4:33,,,,,,,,,,
3/2/1979,Old Faithful,14:32,~3:45,,,,,,,,,,
3/2/1979,Old Faithful,15:58,4:40,,,,,,,,,,
3/2/1979,Old Faithful,17:15,4:33,,,,,,,,,,
3/2/1979,Old Faithful,18:30,4:20,,,,,,,,,,
3/2/1979,Old Faithful,20:37,5:12,,,,,,,,,,
3/3/1979,Old Faithful,8:36,~2 3/4,,,,,,,,,,
3/3/1979,Old Faithful,9:33,4:29,,,,,,,,,,
3/3/1979,Old Faithful,10:53,2:38,,,,,,,,,,
3/3/1979,Old Faithful,11:59,4:18,,,,,,,,,,
3/3/1979,Old Faithful,13:19,2:55,,,,,,,,,,
3/3/1979,Old Faithful,14:14,4:26,,,,,,,,,,
3/3/1979,Old Faithful,15:30,2:43,,,,,,,,,,
3/3/1979,Old Faithful,16:31,4:37,,,,,,,,,,
3/3/1979,Old Faithful,17:48,2:01,,,,,,,,,,
3/4/1979,Old Faithful,7:43,4:14,,,,,,,,,,
3/4/1979,Old Faithful,8:55,~4:00,,,,,,,,,,
3/4/1979,Old Faithful,10:14,3:43,,,,,,,,,,
3/4/1979,Old Faithful,11:31,4:28,,,,,,,,,,
3/4/1979,Old Faithful,12:53,~3,,,,,,,,,,
3/4/1979,Old Faithful,13:52,~4,,,,,,,,,,
3/4/1979,Old Faithful,15:05,,,,,,,,,,,
3/4/1979,Old Faithful,16:25,4:20,,,,,,,,,,
3/4/1979,Old Faithful,17:41,3:48,,,,,,,,,,
3/4/1979,Old Faithful,18:50,2:02,,,,,,,,,,
3/4/1979,Old Faithful,19:37,4:59,,,,,,,,,,
3/4/1979,Old Faithful,21:17,2:03,,,,,,,,,,
3/4/1979,Old Faithful,22:06,5:06,,,,,,,,,,
3/5/1979,Old Faithful,9:14,2:00,,,,,,,,,,
3/5/1979,Old Faithful,10:00,~3:45,,,,,,,,,,
3/5/1979,Old Faithful,11:25,,,,,,,,,,,
3/5/1979,Old Faithful,12:45,1:58,,,,,,,,,,
3/5/1979,Old Faithful,13:44,4:30,,,,,,,,,,
3/5/1979,Old Faithful,15:05,1:55,,,,,,,,,,
3/5/1979,Old Faithful,15:47,4:40,,,,,,,,,,
3/5/1979,Old Faithful,17:21,1:47,,,,,,,,,,
3/5/1979,Old Faithful,18:03,4:36,,,,,,,,,,
3/5/1979,Old Faithful,19:26,2:49,,,,,,,,,,
3/5/1979,Old Faithful,20:31,short,,,,,,,,,,
3/6/1979,Old Faithful,8:32,4:10,,,,,,,,,,
3/6/1979,Old Faithful,9:46,3:46,,,,,,,,,,
3/6/1979,Old Faithful,10:58,4:10,,,,,,,,,,
3/6/1979,Old Faithful,12:15,3:59,,,,,,,,,,
3/6/1979,Old Faithful,13:32,3:44,,,,,,,,,,
3/6/1979,Old Faithful,14:40,3:41,,,,,,,,,,
3/6/1979,Old Faithful,15:57,4:00,,,,,,,,,,
3/6/1979,Old Faithful,17:10,3:40,,,,,,,,,,
3/6/1979,Old Faithful,18:22,Long,,,,,,,,,,
3/6/1979,Old Faithful,19:42,4:35,,,,,,,,,,
3/6/1979,Old Faithful,21:13,4:32,,,,,,,,,,
3/7/1979,Old Faithful,8:17,Long,,,,,,,,,,
3/7/1979,Old Faithful,9:45,1:55,,,,,,,,,,
3/7/1979,Old Faithful,10:35,4:30,,,,,,,,,,
3/7/1979,Old Faithful,11:57,3:59,,,,,,,,,,
3/7/1979,Old Faithful,13:17,4:26,,,,,,,,,,
3/7/1979,Old Faithful,14:25,4:11,,,,,,,,,,
3/7/1979,Old Faithful,15:45,4:19,,,,,,,,,,
3/7/1979,Old Faithful,17:12,4:12,,,,,,,,,,
3/7/1979,Old Faithful,18:25,1:55,,,,,,,,,,
3/7/1979,Old Faithful,19:25,4:59,,,,,,,,,,
3/7/1979,Old Faithful,20:50,2:24,,,,,,,,,,
3/8/1979,Old Faithful,6:21,,,,,,,,,,,
3/8/1979,Old Faithful,7:57,4:19,,,,,,,,,,
3/8/1979,Old Faithful,9:13,4:10,,,,,,,,,,
3/8/1979,Old Faithful,10:29,~3:30,,,,,,,,,,
3/8/1979,Old Faithful,11:48,4:28,,,,,,,,,,
3/8/1979,Old Faithful,12:59,3:22,,,,,,,,,,
3/8/1979,Old Faithful,14:18,4:18,,,,,,,,,,
3/8/1979,Old Faithful,15:30,~3:47,,,,,,,,,,
3/8/1979,Old Faithful,16:49,4:28,,,,,,,,,,
3/8/1979,Old Faithful,18:05,4:19,,,,,,,,,,
3/8/1979,Old Faithful,19:15,1:52,,,,,,,,,,
3/8/1979,Old Faithful,20:13,5:04,,,,,,,,,,
3/8/1979,Old Faithful,21:28,4:20,,,,,,,,,,
3/9/1979,Old Faithful,6:14,4:21,,,,,,,,,,
3/9/1979,Old Faithful,7:30,4:10,,,,,,,,,,
3/9/1979,Old Faithful,8:47,4:14,,,,,,,,,,
3/9/1979,Old Faithful,10:08,4:20,,,,,,,,,,
3/9/1979,Old Faithful,11:21,~4:05,,,,,,,,,,
3/9/1979,Old Faithful,12:30,~3:10,,,,,,,,,,
3/9/1979,Old Faithful,13:43,4:14,,,,,,,,,,
3/9/1979,Old Faithful,15:07,4:10,,,,,,,,,,
3/9/1979,Old Faithful,16:34,4:11,,,,,,,,,,
3/9/1979,Old Faithful,17:54,3:04,,,,,,,,,,
3/9/1979,Old Faithful,18:55,4:49,,,,,,,,,,
3/9/1979,Old Faithful,20:09,1:56,,,,,,,,,,
3/9/1979,Old Faithful,21:02,4:50,,,,,,,,,,
3/9/1979,Old Faithful,22:21,4:10,,,,,,,,,,
3/10/1979,Old Faithful,8:17,3:44,,,,,,,,,,
3/10/1979,Old Faithful,9:30,3:42,,,,,,,,,,
3/10/1979,Old Faithful,10:47,3:57,,,,,,,,,,
3/10/1979,Old Faithful,11:57,4:21,,,,,,,,,,
3/10/1979,Old Faithful,13:17,4:20,,,,,,,,,,
3/10/1979,Old Faithful,14:40,3:30,,,,,,,,,,
3/10/1979,Old Faithful,15:51,4:06,,,,,,,,,,
3/10/1979,Old Faithful,17:07,3:57,,,,,,,,,,
3/10/1979,Old Faithful,18:20,3:59,,,,,,,,,,
3/11/1979,Old Faithful,7:39,Long,,,,,,,,,,
3/11/1979,Old Faithful,9:08,,,,,,,,,,,
3/11/1979,Old Faithful,9:57,~3:35,,,,,,,,,,
3/11/1979,Old Faithful,11:19,1:40,,,,,,,,,,
3/11/1979,Old Faithful,12:07,~4:26,,,,,,,,,,
3/11/1979,Old Faithful,13:22,3:30,,,,,,,,,,
3/11/1979,Old Faithful,14:26,4:21,,,,,,,,,,
3/11/1979,Old Faithful,15:42,3:43,,,,,,,,,,
3/11/1979,Old Faithful,17:03,1:53,,,,,,,,,,
3/11/1979,Old Faithful,17:54,4:39,,,,,,,,,,
3/11/1979,Old Faithful,19:22,1:48,,,,,,,,,,
3/11/1979,Old Faithful,20:11,4:52,,,,,,,,,,
3/11/1979,Old Faithful,21:32,4:18,,,,,,,,,,
3/12/1979,Old Faithful,6:59,4:36,,,,,,,,,,
3/12/1979,Old Faithful,8:13,Long,,,,,,,,,,
3/12/1979,Old Faithful,9:37,4:24,,,,,,,,,,
3/12/1979,Old Faithful,10:52,~3:55,,,,,,,,,,
3/12/1979,Old Faithful,12:11,4:45,,,,,,,,,,
3/12/1979,Old Faithful,13:36,~4:00,,,,,,,,,,
3/12/1979,Old Faithful,14:47,4:16,,,,,,,,,,
3/12/1979,Old Faithful,16:10,~3:40,,,,,,,,,,
3/12/1979,Old Faithful,17:21,4:12,,,,,,,,,,
3/12/1979,Old Faithful,18:41,4:04,,,,,,,,,,
3/12/1979,Old Faithful,19:56,2:33,,,,,,,,,,
3/13/1979,Old Faithful,7:02,3:38,,,,,,,,,,
3/13/1979,Old Faithful,8:06,4:38,,,,,,,,,,
3/13/1979,Old Faithful,9:31,~2:30,,,,,,,,,,
3/13/1979,Old Faithful,10:31,4:30,,,,,,,,,,
3/13/1979,Old Faithful,11:45,2:26,,,,,,,,,,
3/13/1979,Old Faithful,12:42,~4:00,,,,,,,,,,
3/13/1979,Old Faithful,14:02,3:59,,,,,,,,,,
3/13/1979,Old Faithful,15:12,4:07,,,,,,,,,,
3/13/1979,Old Faithful,16:42,4:19,,,,,,,,,,
3/13/1979,Old Faithful,17:59,4:09,,,,,,,,,,
3/13/1979,Old Faithful,19:09,4:29,,,,,,,,,,
3/13/1979,Old Faithful,20:26,4:04,,,,,,,,,,
3/13/1979,Old Faithful,21:38,4:28,,,,,,,,,,
3/13/1979,Old Faithful,23:05,~3:00,,,,,,,,,,
3/14/1979,Old Faithful,8:29,~3:58,,,,,,,,,,
3/14/1979,Old Faithful,9:39,4:02,,,,,,,,,,
3/14/1979,Old Faithful,10:55,~3 3/4,,,,,,,,,,
3/14/1979,Old Faithful,12:13,3:42,,,,,,,,,,
3/14/1979,Old Faithful,13:24,4:11,,,,,,,,,,
3/14/1979,Old Faithful,14:38,1:51,,,,,,,,,,
3/14/1979,Old Faithful,15:29,~4:10,,,,,,,,,,
3/14/1979,Old Faithful,16:52,1:41,,,,,,,,,,
3/14/1979,Old Faithful,17:49,4:32,,,,,,,,,,
3/15/1979,Old Faithful,9:06,~3:45,,,,,,,,,,
3/15/1979,Old Faithful,10:30,,,,,,,,,,,
3/15/1979,Old Faithful,11:18,4:23,,,,,,,,,,
3/15/1979,Old Faithful,12:35,3:45,,,,,,,,,,
3/15/1979,Old Faithful,13:59,4:15,,,,,,,,,,
3/15/1979,Old Faithful,15:22,4:27,,,,,,,,,,
3/15/1979,Old Faithful,16:40,4:21,,,,,,,,,,
3/15/1979,Old Faithful,17:50,4:07,,,,,,,,,,
3/15/1979,Old Faithful,18:59,4:05,,,,,,,,,,
3/15/1979,Old Faithful,20:08,~4,,,,,,,,,,
3/15/1979,Old Faithful,21:20,4:23,,,,,,,,,,
3/16/1979,Old Faithful,8:18,4:11,,,,,,,,,,
3/16/1979,Old Faithful,9:35,~2:30,,,,,,,,,,
3/16/1979,Old Faithful,10:45,~4:20,,,,,,,,,,
3/16/1979,Old Faithful,12:12,4:07,,,,,,,,,,
3/16/1979,Old Faithful,13:16,4:16,,,,,,,,,,
3/16/1979,Old Faithful,14:32,4:02,,,,,,,,,,
3/16/1979,Old Faithful,15:52,4:25,,,,,,,,,,
3/16/1979,Old Faithful,17:02,4:09,,,,,,,,,,
3/16/1979,Old Faithful,18:14,4:18,,,,,,,,,,
3/16/1979,Old Faithful,19:35,3:59,,,,,,,,,,
3/17/1979,Old Faithful,6:34,4:44,,,,,,,,,,
3/17/1979,Old Faithful,7:59,2:01,,,,,,,,,,
3/17/1979,Old Faithful,8:47,~LONG,,,,,,,,,,
3/17/1979,Old Faithful,10:15,~SHORT,,,,,,,,,,
3/17/1979,Old Faithful,11:10,4:40,,,,,,,,,,
3/17/1979,Old Faithful,12:30,3:50,,,,,,,,,,
3/17/1979,Old Faithful,13:48,4:09,,,,,,,,,,
3/17/1979,Old Faithful,15:00,4:27,,,,,,,,,,
3/17/1979,Old Faithful,16:18,2:19,,,,,,,,,,
3/17/1979,Old Faithful,17:16,4:28,,,,,,,,,,
3/17/1979,Old Faithful,18:49,1:53,,,,,,,,,,
3/18/1979,Old Faithful,6:30,Long,,,,,,,,,,
3/18/1979,Old Faithful,7:43,4:16,,,,,,,,,,
3/18/1979,Old Faithful,8:58,~3:40,,,,,,,,,,
3/18/1979,Old Faithful,10:09,~2:00,,,,,,,,,,
3/18/1979,Old Faithful,11:04,~4:20,,,,,,,,,,
3/18/1979,Old Faithful,12:28,2:10,,,,,,,,,,
3/18/1979,Old Faithful,13:17,4:31,,,,,,,,,,
3/18/1979,Old Faithful,14:39,~4:00,,,,,,,,,,
3/18/1979,Old Faithful,15:38,~4:30,,,,,,,,,,
3/18/1979,Old Faithful,16:50,3:10,,,,,,,,,,
3/18/1979,Old Faithful,17:57,4:32,,,,,,,,,,
3/18/1979,Old Faithful,19:16,4:11,,,,,,,,,,
3/18/1979,Old Faithful,20:30,2:01,,,,,,,,,,
3/18/1979,Old Faithful,21:24,4:54,,,,,,,,,,
3/18/1979,Old Faithful,22:42,4:03,,,,,,,,,,
3/19/1979,Old Faithful,7:21,Long,,,,,,,,,,
3/19/1979,Old Faithful,8:38,2:21,,,,,,,,,,
3/19/1979,Old Faithful,9:36,4:48,,,,,,,,,,
3/19/1979,Old Faithful,10:50,3:51,,,,,,,,,,
3/19/1979,Old Faithful,12:05,4:22,,,,,,,,,,
3/19/1979,Old Faithful,13:18,3:47,,,,,,,,,,
3/19/1979,Old Faithful,14:27,,,,,,,,,,,
3/19/1979,Old Faithful,15:43,short,,,,,,,,,,
3/19/1979,Old Faithful,16:34,4:53,,,,,,,,,,
3/19/1979,Old Faithful,18:01,1:53,,,,,,,,,,
3/20/1979,Old Faithful,15:49,Long,,,,,,,,,,
3/20/1979,Old Faithful,17:00,3:47,,,,,,,,,,
3/20/1979,Old Faithful,18:11,3:52,,,,,,,,,,
3/20/1979,Old Faithful,19:20,4:13,,,,,,,,,,
3/20/1979,Old Faithful,20:33,4:14,,,,,,,,,,
3/20/1979,Old Faithful,21:47,4:04,,,,,,,,,,
3/20/1979,Old Faithful,23:04,4:36,,,,,,,,,,
3/21/1979,Old Faithful,8:45,4:34,,,,,,,,,,
3/21/1979,Old Faithful,10:01,2:24,,,,,,,,,,
3/21/1979,Old Faithful,10:59,4:21,,,,,,,,,,
3/21/1979,Old Faithful,12:23,4:02,,,,,,,,,,
3/21/1979,Old Faithful,13:38,4:19,,,,,,,,,,
3/21/1979,Old Faithful,14:54,4:23,,,,,,,,,,
3/22/1979,Old Faithful,9:16,4:16,,,,,,,,,,
3/22/1979,Old Faithful,10:36,2:16,,,,,,,,,,
3/22/1979,Old Faithful,11:27,4:49,,,,,,,,,,
3/22/1979,Old Faithful,12:44,3:53,,,,,,,,,,
3/22/1979,Old Faithful,14:03,4:25,,,,,,,,,,
3/23/1979,Old Faithful,10:06,4:26,,,,,,,,,,
3/23/1979,Old Faithful,11:36,2:12,,,,,,,,,,
3/23/1979,Old Faithful,12:24,4:40,,,,,,,,,,
3/23/1979,Old Faithful,13:50,1:57,,,,,,,,,,
3/23/1979,Old Faithful,14:37,4:32,,,,,,,,,,
3/23/1979,Old Faithful,15:57,2:03,,,,,,,,,,
3/23/1979,Old Faithful,16:46,4:36,,,,,,,,,,
3/23/1979,Old Faithful,18:07,1:53,,,,,,,,,,
3/23/1979,Old Faithful,18:56,4:23,,,,,,,,,,
3/23/1979,Old Faithful,20:20,1:59,,,,,,,,,,
3/23/1979,Old Faithful,21:06,5:03,,,,,,,,,,
3/23/1979,Old Faithful,22:31,2:32,,,,,,,,,,
3/24/1979,Old Faithful,10:16,Long,,,,,,,,,,
3/24/1979,Old Faithful,11:30,~2:00,,,,,,,,,,
3/24/1979,Old Faithful,13:51,4:11,,,,,,,,,,
3/24/1979,Old Faithful,15:11,4:07,,,,,,,,,,
3/24/1979,Old Faithful,16:26,4:24,,,,,,,,,,
3/24/1979,Old Faithful,17:49,1:56,,,,,,,,,,
3/26/1979,Old Faithful,9:22,Long,,,,,,,,,,
3/26/1979,Old Faithful,10:34,~4 1/4,,,,,,,,,,
3/26/1979,Old Faithful,11:55,4:23,,,,,,,,,,
3/26/1979,Old Faithful,13:18,4:17,,,,,,,,,,
3/26/1979,Old Faithful,14:29,1:56,,,,,,,,,,
3/26/1979,Old Faithful,15:27,4:36,,,,,,,,,,
3/26/1979,Old Faithful,16:46,~4 1/2,,,,,,,,,,
3/26/1979,Old Faithful,18:13,4:02,,,,,,,,,,
3/26/1979,Old Faithful,19:24,Long,,,,,,,,,,
3/26/1979,Old Faithful,20:35,2:43,,,,,,,,,,
3/26/1979,Old Faithful,21:43,5:00,,,,,,,,,,
3/27/1979,Old Faithful,9:39,4:21,,,,,,,,,,
3/27/1979,Old Faithful,10:58,1:55,,,,,,,,,,
3/28/1979,Old Faithful,13:08,4:24,,,,,,,,,,
3/28/1979,Old Faithful,14:20,4:07,,,,,,,,,,
3/28/1979,Old Faithful,15:37,2:34,,,,,,,,,,
3/28/1979,Old Faithful,16:36,4:34,,,,,,,,,,
3/28/1979,Old Faithful,17:58,2:10,,,,,,,,,,
3/29/1979,Old Faithful,12:28,4:21,,,,,,,,,,
3/29/1979,Old Faithful,13:48,4:14,,,,,,,,,,
3/29/1979,Old Faithful,15:00,2:27,,,,,,,,,,
3/29/1979,Old Faithful,15:54,4:38,,,,,,,,,,
3/29/1979,Old Faithful,17:29,1:54,,,,,,,,,,
3/29/1979,Old Faithful,18:24,4:36,,,,,,,,,,
3/29/1979,Old Faithful,19:45,4:00,,,,,,,,,,
3/29/1979,Old Faithful,20:59,3:37,,,,,,,,,,
3/30/1979,Old Faithful,12:44,4:13,,,,,,,,,,
3/30/1979,Old Faithful,14:13,4:22,,,,,,,,,,
3/30/1979,Old Faithful,15:29,3:38,,,,,,,,,,
3/31/1979,Old Faithful,14:56,Long,,,,,,,,,,
3/31/1979,Old Faithful,16:12,2:13,,,,,,,,,,
3/31/1979,Old Faithful,17:12,4:41,,,,,,,,,,
3/31/1979,Old Faithful,18:30,4:29,,,,,,,,,,
3/31/1979,Old Faithful,19:44,Long,,,,,,,,,,
4/1/1979,Old Faithful,6:52,2:03,,,,,,,,,,
4/1/1979,Old Faithful,7:41,4:57,,,,,,,,,,
4/1/1979,Old Faithful,9:03,4:04,,,,,,,,,,
4/1/1979,Old Faithful,10:14,Long,,,,,,,,,,
4/1/1979,Old Faithful,11:32,2:56,,,,,,,,,,
4/1/1979,Old Faithful,12:28,4:49,,,,,,,,,,
4/1/1979,Old Faithful,13:52,3:59,,,,,,,,,,
4/1/1979,Old Faithful,15:01,4:22,,,,,,,,,,
4/1/1979,Old Faithful,16:27,2:03,,,,,,,,,,
4/1/1979,Old Faithful,17:19,4:34,,,,,,,,,,
4/1/1979,Old Faithful,18:52,1:55,,,,,,,,,,
4/2/1979,Old Faithful,10:53,4:28,,,,,,,,,,
4/2/1979,Old Faithful,12:12,4:15,,,,,,,,,,
4/2/1979,Old Faithful,13:33,4:25,,,,,,,,,,
4/2/1979,Old Faithful,14:56,4:22,,,,,,,,,,
4/2/1979,Old Faithful,16:13,4:27,,,,,,,,,,
4/2/1979,Old Faithful,17:30,4:24,,,,,,,,,,
4/2/1979,Old Faithful,18:50,3:56,,,,,,,,,,
4/2/1979,Old Faithful,20:13,~4 1/4,,,,,,,,,,
4/2/1979,Old Faithful,21:36,4:49,,,,,,,,,,
4/2/1979,Old Faithful,22:48,4:46,,,,,,,,,,
4/3/1979,Old Faithful,0:04,4:04,,,,,,,,,,
4/3/1979,Old Faithful,8:59,Long,,,,,,,,,,
4/3/1979,Old Faithful,10:17,4:09,,,,,,,,,,
4/3/1979,Old Faithful,11:33,4:13,,,,,,,,,,
4/3/1979,Old Faithful,12:43,2:04,,,,,,,,,,
4/3/1979,Old Faithful,13:41,4:58,,,,,,,,,,
4/3/1979,Old Faithful,15:13,4:16,,,,,,,,,,
4/3/1979,Old Faithful,16:32,2:09,,,,,,,,,,
4/3/1979,Old Faithful,17:20,4:56,,,,,,,,,,
4/3/1979,Old Faithful,19:01,~3 3/4,,,,,,,,,,
4/3/1979,Old Faithful,20:09,Long,,,,,,,,,,
