Date,Geyser,time,duration,,,,,,,,,,
4/3/1979,Old Faithful,21:19,4:27,,,,,,,,,,
4/4/1979,Old Faithful,16:25,,,,,,,,,,,
4/4/1979,Old Faithful,17:54,,,,,,,,,,,
4/4/1979,Old Faithful,19:01,,,,,,,,,,,
4/4/1979,Old Faithful,20:23,,,,,,,,,,,
4/4/1979,Old Faithful,21:39,,,,,,,,,,,
4/4/1979,Old Faithful,22:58,,,,,,,,,,,
4/5/1979,Old Faithful,0:05,,,,,,,,,,,
4/5/1979,Old Faithful,1:26,,,,,,,,,,,
4/5/1979,Old Faithful,2:36,,,,,,,,,,,
4/5/1979,Old Faithful,3:39,,,,,,,,,,,
4/5/1979,Old Faithful,5:05,,,,,,,,,,,
4/5/1979,Old Faithful,6:05,,,,,,,,,,,
4/5/1979,Old Faithful,7:33,,,,,,,,,,,
4/5/1979,Old Faithful,8:46,short,,,,,,,,,,
4/5/1979,Old Faithful,9:36,,,,,,,,,,,
4/5/1979,Old Faithful,11:06,2:00,,,,,,,,,,
4/5/1979,Old Faithful,12:03,4:33,,,,,,,,,,
4/5/1979,Old Faithful,13:27,2:20,,,,,,,,,,
4/5/1979,Old Faithful,16:45,4:17,,,,,,,,,,
4/5/1979,Old Faithful,18:08,4:03,,,,,,,,,,
4/6/1979,Old Faithful,~10:48,4:32,,,,,,,,,,
4/6/1979,Old Faithful,12:06,2:11,,,,,,,,,,
4/6/1979,Old Faithful,13:04,4:41,,,,,,,,,,
4/6/1979,Old Faithful,14:26,2:55,,,,,,,,,,
4/6/1979,Old Faithful,15:31,4:49,,,,,,,,,,
4/6/1979,Old Faithful,16:46,3:38,,,,,,,,,,
4/6/1979,Old Faithful,~17:56,~4:15,,,,,,,,,,
4/7/1979,Old Faithful,8:56,Long,,,,,,,,,,
4/7/1979,Old Faithful,10:12,4:24,,,,,,,,,,
4/7/1979,Old Faithful,11:37,Long,,,,,,,,,,
4/7/1979,Old Faithful,12:50,Long,,,,,,,,,,
4/7/1979,Old Faithful,14:05,4:06,,,,,,,,,,
4/7/1979,Old Faithful,15:27,4:21,,,,,,,,,,
4/7/1979,Old Faithful,16:46,1:55,,,,,,,,,,
4/7/1979,Old Faithful,17:36,4:46,,,,,,,,,,
4/7/1979,Old Faithful,18:56,2:42,,,,,,,,,,
4/7/1979,Old Faithful,20:05,4:37,,,,,,,,,,
4/7/1979,Old Faithful,21:32,2:11,,,,,,,,,,
4/8/1979,Old Faithful,7:39,,,,,,,,,,,
4/8/1979,Old Faithful,12:30,long,,,,,,,,,,
4/8/1979,Old Faithful,15:08,,,,,,,,,,,
4/8/1979,Old Faithful,16:19,,,,,,,,,,,
4/9/1979,Old Faithful,10:21,4:06,,,,,,,,,,
4/9/1979,Old Faithful,11:43,4:42,,,,,,,,,,
4/9/1979,Old Faithful,13:13,4:22,,,,,,,,,,
4/11/1979,Old Faithful,8:59,4:30,,,,,,,,,,
4/11/1979,Old Faithful,10:21,2:04,,,,,,,,,,
4/11/1979,Old Faithful,11:08,4:42,,,,,,,,,,
4/11/1979,Old Faithful,12:28,4:13,,,,,,,,,,
4/11/1979,Old Faithful,13:39,~4 1/4,,,,,,,,,,
4/11/1979,Old Faithful,15:00,4:07,,,,,,,,,,
4/11/1979,Old Faithful,16:19,4:41,,,,,,,,,,
4/11/1979,Old Faithful,17:36,4:15,,,,,,,,,,
4/11/1979,Old Faithful,18:51,2:02,,,,,,,,,,
4/11/1979,Old Faithful,19:49,Long,,,,,,,,,,
4/11/1979,Old Faithful,21:08,4:09,,,,,,,,,,
4/11/1979,Old Faithful,22:30,4:43,,,,,,,,,,
4/12/1979,Old Faithful,8:06,Long,,,,,,,,,,
4/12/1979,Old Faithful,9:26,4:24,,,,,,,,,,
4/12/1979,Old Faithful,10:44,4:27,,,,,,,,,,
4/12/1979,Old Faithful,11:55,,,,,,,,,,,
4/13/1979,Old Faithful,9:22,2:09,,,,,,,,,,
4/13/1979,Old Faithful,10:15,4:45,,,,,,,,,,
4/13/1979,Old Faithful,11:33,2:41,,,,,,,,,,
4/13/1979,Old Faithful,12:27,5:02,,,,,,,,,,
4/13/1979,Old Faithful,13:52,2:01,,,,,,,,,,
4/13/1979,Old Faithful,15:02,4:40,,,,,,,,,,
4/13/1979,Old Faithful,17:34,4:19,,,,,,,,,,
4/14/1979,Old Faithful,8:42,2:20,,,,,,,,,,
4/14/1979,Old Faithful,9:37,~4 3/4,,,,,,,,,,
4/14/1979,Old Faithful,11:04,1:51,,,,,,,,,,
4/14/1979,Old Faithful,11:58,4:37,,,,,,,,,,
4/14/1979,Old Faithful,13:24,3:58,,,,,,,,,,
4/14/1979,Old Faithful,14:32,4:32,,,,,,,,,,
4/14/1979,Old Faithful,15:50,4:20,,,,,,,,,,
4/14/1979,Old Faithful,17:02,1:46,,,,,,,,,,
4/14/1979,Old Faithful,18:05,4:33,,,,,,,,,,
4/14/1979,Old Faithful,19:18,2:06,,,,,,,,,,
4/14/1979,Old Faithful,20:24,4:43,,,,,,,,,,
4/14/1979,Old Faithful,21:45,4:33,,,,,,,,,,
4/14/1979,Old Faithful,23:00,4:25,,,,,,,,,,
4/15/1979,Old Faithful,7:49,3:58,,,,,,,,,,
4/15/1979,Old Faithful,9:02,1:52,,,,,,,,,,
4/15/1979,Old Faithful,9:57,4:30,,,,,,,,,,
4/15/1979,Old Faithful,11:19,3:29,,,,,,,,,,
4/15/1979,Old Faithful,12:35,4:35,,,,,,,,,,
4/15/1979,Old Faithful,13:49,3:44,,,,,,,,,,
4/15/1979,Old Faithful,15:06,4:20,,,,,,,,,,
4/15/1979,Old Faithful,16:25,4:18,,,,,,,,,,
4/15/1979,Old Faithful,17:43,2:14,,,,,,,,,,
4/15/1979,Old Faithful,18:39,4:24,,,,,,,,,,
4/15/1979,Old Faithful,19:55,4:09,,,,,,,,,,
4/16/1979,Old Faithful,8:15,4:26,,,,,,,,,,
4/16/1979,Old Faithful,9:36,4:54,,,,,,,,,,
4/16/1979,Old Faithful,10:53,4:05,,,,,,,,,,
4/16/1979,Old Faithful,12:15,4:14,,,,,,,,,,
4/16/1979,Old Faithful,13:27,2:12,,,,,,,,,,
4/16/1979,Old Faithful,14:20,4:33,,,,,,,,,,
4/16/1979,Old Faithful,15:55,4:23,,,,,,,,,,
4/16/1979,Old Faithful,17:08,4:08,,,,,,,,,,
4/16/1979,Old Faithful,18:29,4:13,,,,,,,,,,
4/16/1979,Old Faithful,19:43,,,,,,,,,,,
4/17/1979,Old Faithful,8:38,long,,,,,,,,,,
4/17/1979,Old Faithful,9:51,4:16,,,,,,,,,,
4/17/1979,Old Faithful,11:07,2:20,,,,,,,,,,
4/17/1979,Old Faithful,12:01,4:49,,,,,,,,,,
4/17/1979,Old Faithful,13:26,2:04,,,,,,,,,,
4/17/1979,Old Faithful,14:25,4:55,,,,,,,,,,
4/17/1979,Old Faithful,15:45,2:30,,,,,,,,,,
4/17/1979,Old Faithful,16:44,4:43,,,,,,,,,,
4/17/1979,Old Faithful,18:08,2:40,,,,,,,,,,
4/18/1979,Old Faithful,8:48,4:37,,,,,,,,,,
4/18/1979,Old Faithful,9:58,3:50,,,,,,,,,,
4/18/1979,Old Faithful,11:10,4:56,,,,,,,,,,
4/18/1979,Old Faithful,13:44,4:32,,,,,,,,,,
4/18/1979,Old Faithful,15:06,,,,,,,,,,,
4/18/1979,Old Faithful,15:51,4:58,,,,,,,,,,
4/18/1979,Old Faithful,17:16,2:01,,,,,,,,,,
4/19/1979,Old Faithful,8:47,1:53,,,,,,,,,,
4/19/1979,Old Faithful,9:40,4:12,,,,,,,,,,
4/19/1979,Old Faithful,10:52,4:20,,,,,,,,,,
4/19/1979,Old Faithful,12:07,4:xx,,,,,,,,,,
4/19/1979,Old Faithful,13:34,2:12,,,,,,,,,,
4/19/1979,Old Faithful,14:32,4:10,,,,,,,,,,
4/19/1979,Old Faithful,15:58,1:26,,,,,,,,,,
4/19/1979,Old Faithful,16:41,4:54,,,,,,,,,,
4/19/1979,Old Faithful,18:12,1:48,,,,,,,,,,
4/20/1979,Old Faithful,8:31,4:15,,,,,,,,,,
4/20/1979,Old Faithful,10:01,4:36,,,,,,,,,,
4/20/1979,Old Faithful,11:25,1:51,,,,,,,,,,
4/20/1979,Old Faithful,12:22,4:42,,,,,,,,,,
4/20/1979,Old Faithful,13:38,4:38,,,,,,,,,,
4/20/1979,Old Faithful,15:04,4:11,,,,,,,,,,
4/20/1979,Old Faithful,16:28,2:13,,,,,,,,,,
4/20/1979,Old Faithful,17:18,4:00,,,,,,,,,,
4/20/1979,Old Faithful,18:47,2:04,,,,,,,,,,
4/20/1979,Old Faithful,19:41,Long,,,,,,,,,,
4/20/1979,Old Faithful,20:56,1:55,,,,,,,,,,
4/21/1979,Old Faithful,8:34,4:26,,,,,,,,,,
4/21/1979,Old Faithful,9:54,3:50,,,,,,,,,,
4/21/1979,Old Faithful,11:11,4:29,,,,,,,,,,
4/21/1979,Old Faithful,12:30,3:53,,,,,,,,,,
4/21/1979,Old Faithful,13:39,3:54,,,,,,,,,,
4/21/1979,Old Faithful,14:50,3:52,,,,,,,,,,
4/21/1979,Old Faithful,16:08,4:15,,,,,,,,,,
4/21/1979,Old Faithful,17:30,4:47,,,,,,,,,,
4/21/1979,Old Faithful,18:46,1:52,,,,,,,,,,
4/22/1979,Old Faithful,7:47,4:06,,,,,,,,,,
4/22/1979,Old Faithful,9:06,4:15,,,,,,,,,,
4/22/1979,Old Faithful,10:25,3:56,,,,,,,,,,
4/22/1979,Old Faithful,11:33,4:09,,,,,,,,,,
4/22/1979,Old Faithful,12:48,4:20,,,,,,,,,,
4/22/1979,Old Faithful,14:04,4:00,,,,,,,,,,
4/22/1979,Old Faithful,15:21,4:18,,,,,,,,,,
4/22/1979,Old Faithful,16:39,4:15,,,,,,,,,,
4/22/1979,Old Faithful,17:54,3:53,,,,,,,,,,
4/22/1979,Old Faithful,19:13,2 1/4,,,,,,,,,,
4/22/1979,Old Faithful,20:03,Long,,,,,,,,,,
4/22/1979,Old Faithful,21:39,4:21,,,,,,,,,,
4/22/1979,Old Faithful,23:00,4:19,,,,,,,,,,
4/23/1979,Old Faithful,9:00,4:00,,,,,,,,,,
4/23/1979,Old Faithful,10:12,2:53,,,,,,,,,,
4/23/1979,Old Faithful,11:22,4:13,,,,,,,,,,
4/23/1979,Old Faithful,12:30,3:51,,,,,,,,,,
4/23/1979,Old Faithful,13:43,4:13,,,,,,,,,,
4/23/1979,Old Faithful,15:02,2:18,,,,,,,,,,
4/23/1979,Old Faithful,16:04,5:08,,,,,,,,,,
4/23/1979,Old Faithful,17:26,2:26,,,,,,,,,,
4/23/1979,Old Faithful,18:20,4:37,,,,,,,,,,
4/23/1979,Old Faithful,19:36,2:26,,,,,,,,,,
4/23/1979,Old Faithful,20:41,4:40,,,,,,,,,,
4/23/1979,Old Faithful,22:02,4:31,,,,,,,,,,
4/24/1979,Old Faithful,8:50,4:10,,,,,,,,,,
4/24/1979,Old Faithful,9:59,3:59,,,,,,,,,,
4/24/1979,Old Faithful,11:15,~3:45,,,,,,,,,,
4/24/1979,Old Faithful,12:42,4:51,,,,,,,,,,
4/24/1979,Old Faithful,13:54,3:36,,,,,,,,,,
4/24/1979,Old Faithful,15:16,2:08,,,,,,,,,,
4/24/1979,Old Faithful,16:08,whiteout,,,,,,,,,,
4/24/1979,Old Faithful,17:37,2:02,,,,,,,,,,
4/24/1979,Old Faithful,18:26,4:56,,,,,,,,,,
4/24/1979,Old Faithful,19:57,4:04,,,,,,,,,,
4/25/1979,Old Faithful,10:02,4:24,,,,,,,,,,
4/25/1979,Old Faithful,11:22,3:56,,,,,,,,,,
4/25/1979,Old Faithful,12:38,4:18,,,,,,,,,,
4/25/1979,Old Faithful,13:56,1:44,,,,,,,,,,
4/25/1979,Old Faithful,14:48,4:56,,,,,,,,,,
4/25/1979,Old Faithful,16:16,2:02,,,,,,,,,,
4/25/1979,Old Faithful,17:25,4:47,,,,,,,,,,
4/25/1979,Old Faithful,18:48,1:54,,,,,,,,,,
4/25/1979,Old Faithful,19:36,4:36,,,,,,,,,,
4/25/1979,Old Faithful,20:56,2:09,,,,,,,,,,
4/26/1979,Old Faithful,7:40,2:09,,,,,,,,,,
4/26/1979,Old Faithful,8:29,4:32,,,,,,,,,,
4/26/1979,Old Faithful,9:50,2:23,,,,,,,,,,
4/26/1979,Old Faithful,10:50,4:41,,,,,,,,,,
4/26/1979,Old Faithful,12:10,4:03,,,,,,,,,,
4/26/1979,Old Faithful,13:19,4:51,,,,,,,,,,
4/26/1979,Old Faithful,14:33,~2:39,,,,,,,,,,
4/26/1979,Old Faithful,15:34,4:24,,,,,,,,,,
4/26/1979,Old Faithful,17:00,3:39,,,,,,,,,,
4/27/1979,Old Faithful,~09:35,4:13,,,,,,,,,,
4/27/1979,Old Faithful,10:54,4:04,,,,,,,,,,
4/27/1979,Old Faithful,12:21,4:32,,,,,,,,,,
4/27/1979,Old Faithful,13:41,4:03,,,,,,,,,,
4/27/1979,Old Faithful,15:15,4:38,,,,,,,,,,
4/27/1979,Old Faithful,16:39,1:53,,,,,,,,,,
4/27/1979,Old Faithful,17:24,4:44,,,,,,,,,,
4/27/1979,Old Faithful,18:47,1:49,,,,,,,,,,
4/27/1979,Old Faithful,19:41,4:57,,,,,,,,,,
4/27/1979,Old Faithful,21:02,2:38,,,,,,,,,,
4/27/1979,Old Faithful,22:07,4:11,,,,,,,,,,
4/28/1979,Old Faithful,9:07,4:20,,,,,,,,,,
4/28/1979,Old Faithful,10:34,3:49,,,,,,,,,,
4/28/1979,Old Faithful,11:48,4:12,,,,,,,,,,
4/28/1979,Old Faithful,13:12,4:24,,,,,,,,,,
4/28/1979,Old Faithful,14:33,1:59,,,,,,,,,,
4/28/1979,Old Faithful,15:26,4:46,,,,,,,,,,
4/28/1979,Old Faithful,16:55,2:01,,,,,,,,,,
4/28/1979,Old Faithful,18:01,4:23,,,,,,,,,,
4/28/1979,Old Faithful,19:14,3:51,,,,,,,,,,
4/28/1979,Old Faithful,20:23,Long,,,,,,,,,,
4/28/1979,Old Faithful,21:44,4:16,,,,,,,,,,
4/28/1979,Old Faithful,22:53,~4 1/4,,,,,,,,,,
4/29/1979,Old Faithful,0:21,2:08,,,,,,,,,,
4/29/1979,Old Faithful,8:58,4:23,,,,,,,,,,
4/29/1979,Old Faithful,10:13,1:55,,,,,,,,,,
4/29/1979,Old Faithful,11:13,4:53,,,,,,,,,,
4/29/1979,Old Faithful,12:40,1:46,,,,,,,,,,
4/29/1979,Old Faithful,13:34,4:56,,,,,,,,,,
4/29/1979,Old Faithful,14:57,3:30,,,,,,,,,,
4/29/1979,Old Faithful,16:22,4:20,,,,,,,,,,
4/29/1979,Old Faithful,17:35,4:40,,,,,,,,,,
4/29/1979,Old Faithful,18:54,1:44,,,,,,,,,,
4/29/1979,Old Faithful,19:42,4:31,,,,,,,,,,
4/29/1979,Old Faithful,21:04,4:16,,,,,,,,,,
4/29/1979,Old Faithful,22:16,2:05,,,,,,,,,,
4/29/1979,Old Faithful,23:16,4:44,,,,,,,,,,
4/30/1979,Old Faithful,0:39,4:32,,,,,,,,,,
4/30/1979,Old Faithful,8:30,,,,,,,,,,,
4/30/1979,Old Faithful,9:35,4:36,,,,,,,,,,
4/30/1979,Old Faithful,11:05,4:33,,,,,,,,,,
4/30/1979,Old Faithful,12:21,5:01,,,,,,,,,,
4/30/1979,Old Faithful,13:39,2:05,,,,,,,,,,
4/30/1979,Old Faithful,14:40,4:39,,,,,,,,,,
4/30/1979,Old Faithful,16:02,4:02,,,,,,,,,,
4/30/1979,Old Faithful,17:10,4:51,,,,,,,,,,
4/30/1979,Old Faithful,18:41,4:14,,,,,,,,,,
4/30/1979,Old Faithful,19:56,4:19,,,,,,,,,,
4/30/1979,Old Faithful,21:11,4:32,,,,,,,,,,
4/30/1979,Old Faithful,22:23,4:06,,,,,,,,,,
4/30/1979,Old Faithful,23:42,4:21,,,,,,,,,,
5/1/1979,Old Faithful,9:01,4:29,,,,,,,,,,
5/1/1979,Old Faithful,10:16,4:35,,,,,,,,,,
5/1/1979,Old Faithful,11:48,4:02,,,,,,,,,,
5/1/1979,Old Faithful,13:02,4:20,,,,,,,,,,
5/1/1979,Old Faithful,14:25,4:16,,,,,,,,,,
5/1/1979,Old Faithful,15:52,4:20,,,,,,,,,,
5/1/1979,Old Faithful,17:06,4:18,,,,,,,,,,
5/1/1979,Old Faithful,18:16,4:32,,,,,,,,,,
5/1/1979,Old Faithful,19:33,3:49,,,,,,,,,,
5/2/1979,Old Faithful,~09:00,~4:00,,,,,,,,,,
5/2/1979,Old Faithful,10:18,2:24,,,,,,,,,,
5/2/1979,Old Faithful,11:09,4:45,,,,,,,,,,
5/2/1979,Old Faithful,12:33,4:20,,,,,,,,,,
5/2/1979,Old Faithful,13:48,4:19,,,,,,,,,,
5/2/1979,Old Faithful,15:06,2:34,,,,,,,,,,
5/2/1979,Old Faithful,16:11,4:38,,,,,,,,,,
5/2/1979,Old Faithful,17:32,2:35,,,,,,,,,,
5/2/1979,Old Faithful,18:35,4:41,,,,,,,,,,
5/2/1979,Old Faithful,19:57,2:09,,,,,,,,,,
5/2/1979,Old Faithful,20:54,4:39,,,,,,,,,,
5/2/1979,Old Faithful,22:11,4:21,,,,,,,,,,
5/2/1979,Old Faithful,23:31,4:08,,,,,,,,,,
5/3/1979,Old Faithful,9:04,~4:00,,,,,,,,,,
5/3/1979,Old Faithful,10:27,4:10,,,,,,,,,,
5/3/1979,Old Faithful,11:57,3:59,,,,,,,,,,
5/3/1979,Old Faithful,13:14,4:44,,,,,,,,,,
5/3/1979,Old Faithful,14:25,3:45,,,,,,,,,,
5/3/1979,Old Faithful,15:50,4:32,,,,,,,,,,
5/3/1979,Old Faithful,17:07,1:59,,,,,,,,,,
5/3/1979,Old Faithful,17:58,4:16,,,,,,,,,,
5/3/1979,Old Faithful,19:37,4:20,,,,,,,,,,
5/3/1979,Old Faithful,20:47,4:18,,,,,,,,,,
5/3/1979,Old Faithful,21:56,4:32,,,,,,,,,,
5/4/1979,Old Faithful,8:57,4:40,,,,,,,,,,
5/4/1979,Old Faithful,10:15,4:25,,,,,,,,,,
5/4/1979,Old Faithful,11:24,4:05,,,,,,,,,,
5/4/1979,Old Faithful,12:43,4:30,,,,,,,,,,
5/4/1979,Old Faithful,14:04,4:37,,,,,,,,,,
5/4/1979,Old Faithful,15:15,2:38,,,,,,,,,,
5/4/1979,Old Faithful,16:10,4:30,,,,,,,,,,
5/4/1979,Old Faithful,17:31,2:10,,,,,,,,,,
5/4/1979,Old Faithful,18:31,4:54,,,,,,,,,,
5/4/1979,Old Faithful,19:59,4:30,,,,,,,,,,
5/4/1979,Old Faithful,21:15,3:24,,,,,,,,,,
5/5/1979,Old Faithful,9:48,4:43,,,,,,,,,,
5/5/1979,Old Faithful,11:00,4:02,,,,,,,,,,
5/5/1979,Old Faithful,12:11,4:41,,,,,,,,,,
5/5/1979,Old Faithful,13:39,4:34,,,,,,,,,,
5/5/1979,Old Faithful,15:04,5:01,,,,,,,,,,
5/5/1979,Old Faithful,16:22,4:11,,,,,,,,,,
5/5/1979,Old Faithful,17:36,4:22,,,,,,,,,,
5/5/1979,Old Faithful,18:51,4:14,,,,,,,,,,
5/5/1979,Old Faithful,20:02,4:12,,,,,,,,,,
5/5/1979,Old Faithful,21:22,4:23,,,,,,,,,,
5/5/1979,Old Faithful,22:43,2:40,,,,,,,,,,
5/6/1979,Old Faithful,10:12,4:33,,,,,,,,,,
5/6/1979,Old Faithful,11:46,4:23,,,,,,,,,,
5/6/1979,Old Faithful,13:05,3:50,,,,,,,,,,
5/6/1979,Old Faithful,14:30,2:15,,,,,,,,,,
5/6/1979,Old Faithful,15:28,4:00*,,,,,,,,,,
5/6/1979,Old Faithful,16:46,5:05,,,,,,,,,,
5/6/1979,Old Faithful,18:03,4:22,,,,,,,,,,
5/6/1979,Old Faithful,19:28,5:00,,,,,,,,,,
5/6/1979,Old Faithful,20:48,4:43,,,,,,,,,,
5/6/1979,Old Faithful,22:08,3:42,,,,,,,,,,
5/7/1979,Old Faithful,8:58,4:13,,,,,,,,,,
5/7/1979,Old Faithful,10:11,4:02,,,,,,,,,,
5/7/1979,Old Faithful,11:33,4:54,,,,,,,,,,
5/7/1979,Old Faithful,12:49,4:02,,,,,,,,,,
5/7/1979,Old Faithful,14:02,4:31,,,,,,,,,,
5/7/1979,Old Faithful,15:18,4:26,,,,,,,,,,
5/7/1979,Old Faithful,16:45,4:56,,,,,,,,,,
5/7/1979,Old Faithful,18:05,3:12,,,,,,,,,,
5/7/1979,Old Faithful,18:57,4:42,,,,,,,,,,
5/7/1979,Old Faithful,20:33,2:02,,,,,,,,,,
5/7/1979,Old Faithful,21:13,4:58,,,,,,,,,,
5/7/1979,Old Faithful,22:36,2:15,,,,,,,,,,
5/8/1979,Old Faithful,9:14,~4:18,,,,,,,,,,
5/8/1979,Old Faithful,10:31,4:36,,,,,,,,,,
5/8/1979,Old Faithful,11:42,4:50,,,,,,,,,,
5/8/1979,Old Faithful,13:03,3:58,,,,,,,,,,
5/8/1979,Old Faithful,14:12,4:37,,,,,,,,,,
5/8/1979,Old Faithful,15:27,3:51,,,,,,,,,,
5/8/1979,Old Faithful,16:52,4:55,,,,,,,,,,
5/8/1979,Old Faithful,18:09,3:43,,,,,,,,,,
5/8/1979,Old Faithful,19:14,4:18,,,,,,,,,,
5/8/1979,Old Faithful,20:33,4:22,,,,,,,,,,
5/8/1979,Old Faithful,21:44,4:35,,,,,,,,,,
5/8/1979,Old Faithful,22:59,4:40,,,,,,,,,,
5/9/1979,Old Faithful,8:58,4:38,,,,,,,,,,
5/9/1979,Old Faithful,10:19,1:53,,,,,,,,,,
5/9/1979,Old Faithful,11:03,4:59,,,,,,,,,,
5/9/1979,Old Faithful,12:43,1:50,,,,,,,,,,
5/9/1979,Old Faithful,13:32,4:57,,,,,,,,,,
5/9/1979,Old Faithful,14:58,~4:10,,,,,,,,,,
5/9/1979,Old Faithful,16:12,2:03,,,,,,,,,,
5/9/1979,Old Faithful,17:14,4:43,,,,,,,,,,
5/9/1979,Old Faithful,18:33,2:04,,,,,,,,,,
5/9/1979,Old Faithful,19:31,4:45,,,,,,,,,,
5/9/1979,Old Faithful,20:50,4:22,,,,,,,,,,
5/9/1979,Old Faithful,22:04,5:07,,,,,,,,,,
5/9/1979,Old Faithful,23:17,2:04,,,,,,,,,,
5/10/1979,Old Faithful,0:27,Long,,,,,,,,,,
5/10/1979,Old Faithful,8:05,Long,,,,,,,,,,
5/10/1979,Old Faithful,9:18,4:16,,,,,,,,,,
5/10/1979,Old Faithful,10:28,~3:58,,,,,,,,,,
5/10/1979,Old Faithful,11:44,2:12,,,,,,,,,,
5/10/1979,Old Faithful,~12:40,~5:00,,,,,,,,,,
5/10/1979,Old Faithful,13:58,3:41,,,,,,,,,,
5/10/1979,Old Faithful,15:09,4:25,,,,,,,,,,
5/10/1979,Old Faithful,16:21,4:11,,,,,,,,,,
5/10/1979,Old Faithful,17:43,4:05,,,,,,,,,,
5/10/1979,Old Faithful,18:57,4:45,,,,,,,,,,
5/10/1979,Old Faithful,20:23,2:33,,,,,,,,,,
5/10/1979,Old Faithful,21:19,5:03,,,,,,,,,,
5/11/1979,Old Faithful,8:59,~2:23,,,,,,,,,,
5/11/1979,Old Faithful,10:03,4:49,,,,,,,,,,
5/11/1979,Old Faithful,11:18,4:34,,,,,,,,,,
5/11/1979,Old Faithful,12:43,4:05,,,,,,,,,,
5/11/1979,Old Faithful,14:01,4:35,,,,,,,,,,
5/11/1979,Old Faithful,15:17,1:55,,,,,,,,,,
5/11/1979,Old Faithful,16:07,4:58,,,,,,,,,,
5/11/1979,Old Faithful,17:31,2:27,,,,,,,,,,
5/11/1979,Old Faithful,18:25,4:39,,,,,,,,,,
5/11/1979,Old Faithful,19:40,2:42,,,,,,,,,,
5/11/1979,Old Faithful,20:41,4:40,,,,,,,,,,
5/11/1979,Old Faithful,22:01,2:05,,,,,,,,,,
5/11/1979,Old Faithful,22:59,4:50,,,,,,,,,,
5/12/1979,Old Faithful,8:14,4:48,,,,,,,,,,
5/12/1979,Old Faithful,9:39,2:05,,,,,,,,,,
5/12/1979,Old Faithful,10:38,5:15,,,,,,,,,,
5/12/1979,Old Faithful,12:01,4:04,,,,,,,,,,
5/12/1979,Old Faithful,13:23,4:54,,,,,,,,,,
5/12/1979,Old Faithful,14:39,2:15,,,,,,,,,,
5/12/1979,Old Faithful,15:32,5:03,,,,,,,,,,
5/12/1979,Old Faithful,16:53,1:54,,,,,,,,,,
5/12/1979,Old Faithful,17:47,5:01,,,,,,,,,,
5/12/1979,Old Faithful,19:13,2:12,,,,,,,,,,
5/12/1979,Old Faithful,20:02,4:45,,,,,,,,,,
5/12/1979,Old Faithful,21:27,2:02,,,,,,,,,,
5/12/1979,Old Faithful,22:30,4:28,,,,,,,,,,
5/12/1979,Old Faithful,23:45,4:11,,,,,,,,,,
5/13/1979,Old Faithful,8:17,2:32,,,,,,,,,,
5/13/1979,Old Faithful,9:18,4:27,,,,,,,,,,
5/13/1979,Old Faithful,10:41,2:05,,,,,,,,,,
5/13/1979,Old Faithful,11:38,4:26,,,,,,,,,,
5/13/1979,Old Faithful,12:52,1:57,,,,,,,,,,
5/13/1979,Old Faithful,13:48,4:26,,,,,,,,,,
5/13/1979,Old Faithful,15:12,4:04,,,,,,,,,,
5/13/1979,Old Faithful,16:22,4:17,,,,,,,,,,
5/13/1979,Old Faithful,17:39,2:15,,,,,,,,,,
5/13/1979,Old Faithful,18:35,4:30,,,,,,,,,,
5/13/1979,Old Faithful,19:55,4:16,,,,,,,,,,
5/13/1979,Old Faithful,21:06,4:16,,,,,,,,,,
5/13/1979,Old Faithful,22:20,4:45,,,,,,,,,,
5/13/1979,Old Faithful,23:33,4:06,,,,,,,,,,
5/14/1979,Old Faithful,7:11,Long,,,,,,,,,,
5/14/1979,Old Faithful,8:35,4:14,,,,,,,,,,
5/14/1979,Old Faithful,9:55,4:19,,,,,,,,,,
5/14/1979,Old Faithful,11:13,2:00,,,,,,,,,,
5/14/1979,Old Faithful,12:06,4:25,,,,,,,,,,
5/14/1979,Old Faithful,13:32,4:08,,,,,,,,,,
5/14/1979,Old Faithful,14:50,2:22,,,,,,,,,,
5/14/1979,Old Faithful,15:41,4:05,,,,,,,,,,
5/14/1979,Old Faithful,17:04,3:55,,,,,,,,,,
5/14/1979,Old Faithful,18:18,4:35,,,,,,,,,,
5/14/1979,Old Faithful,19:40,3:30,,,,,,,,,,
5/14/1979,Old Faithful,21:00,1:40,,,,,,,,,,
5/14/1979,Old Faithful,21:59,4:50,,,,,,,,,,
5/14/1979,Old Faithful,23:18,4:06,,,,,,,,,,
5/15/1979,Old Faithful,0:44,4:45,,,,,,,,,,
5/15/1979,Old Faithful,7:41,~4 1/4,,,,,,,,,,
5/15/1979,Old Faithful,8:55,4:10,,,,,,,,,,
5/15/1979,Old Faithful,10:12,long,,,,,,,,,,
5/15/1979,Old Faithful,11:24,short,,,,,,,,,,
5/15/1979,Old Faithful,12:10,4:18,,,,,,,,,,
5/15/1979,Old Faithful,13:31,2:12,,,,,,,,,,
5/15/1979,Old Faithful,14:39,2:25,,,,,,,,,,
5/15/1979,Old Faithful,15:43,5:00,,,,,,,,,,
5/15/1979,Old Faithful,17:05,4:30,,,,,,,,,,
5/15/1979,Old Faithful,18:34,4:34,,,,,,,,,,
5/15/1979,Old Faithful,19:51,4:45,,,,,,,,,,
5/15/1979,Old Faithful,20:58,3:00,,,,,,,,,,
5/15/1979,Old Faithful,22:04,4:28,,,,,,,,,,
5/15/1979,Old Faithful,23:34,4:40,,,,,,,,,,
